customer_id,restaurant_id,dish_name,dish_description,rating,timestamp,cuisine_type,dietary_tags,tip_amount,day_of_week
CUST1031,REST4,Lamb Shawarma,Marinated lamb slices with garlic sauce in flatbread,3,2024-08-19 14:01:48,Middle Eastern,['Contains Gluten'],3.36,Monday
CUST1017,REST3,Grilled Halloumi,Char-grilled halloumi with lemon and herbs,3,2024-08-19 18:25:37,Mediterranean,"['Vegetarian', 'Contains Dairy']",21.22,Monday
CUST1050,REST2,Grilled Halloumi,Char-grilled halloumi with lemon and herbs,4,2024-08-20 04:11:55,Mediterranean,"['Vegetarian', 'Contains Dairy']",1.39,Tuesday
CUST1013,REST3,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",1,2024-08-21 18:15:15,Plant-based,"['Vegan', 'Gluten-Free']",5.58,Wednesday
CUST1004,REST5,Pulled Pork Burger,Slow-cooked pork with BBQ sauce in a brioche bun,3,2024-08-22 17:50:14,American,"['Contains Gluten', 'Contains Pork']",7.17,Thursday
CUST1023,REST2,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,1,2024-08-23 08:27:44,Modern Australian,"['Seafood', 'Gluten-Free']",1.36,Friday
CUST1009,REST5,Miso Ramen,"Noodles in miso broth with pork, egg, and scallions",2,2024-08-23 14:18:12,Japanese,"['Contains Gluten', 'Contains Pork']",6.51,Friday
CUST1002,REST6,Grilled Halloumi,Char-grilled halloumi with lemon and herbs,4,2024-08-24 02:56:17,Mediterranean,"['Vegetarian', 'Contains Dairy']",2.29,Saturday
CUST1004,REST7,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,5,2024-08-24 09:30:08,Modern Australian,"['Seafood', 'Gluten-Free']",5.0,Saturday
CUST1020,REST2,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,5,2024-08-24 09:42:34,Middle Eastern,"['Vegan', 'Contains Gluten']",5.02,Saturday
CUST1020,REST8,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,4,2024-08-25 09:51:25,Modern Australian,"['Seafood', 'Gluten-Free']",3.84,Sunday
CUST1029,REST7,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",1,2024-08-27 01:46:35,Plant-based,"['Vegan', 'Gluten-Free']",0.47,Tuesday
CUST1008,REST1,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,3,2024-08-28 04:46:01,Middle Eastern,"['Vegan', 'Contains Gluten']",9.02,Wednesday
CUST1027,REST2,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,5,2024-08-28 10:01:51,Middle Eastern,"['Vegan', 'Contains Gluten']",1.93,Wednesday
CUST1007,REST5,Pumpkin Risotto,Creamy risotto with roasted pumpkin and parmesan,4,2024-08-29 00:01:24,Italian,"['Vegetarian', 'Contains Dairy', 'Gluten-Free']",1.03,Thursday
CUST1005,REST7,Butter Chicken,Creamy tomato curry with grilled chicken,5,2024-08-29 01:30:44,Indian,"['Contains Dairy', 'Spicy']",0.21,Thursday
CUST1047,REST6,Pumpkin Risotto,Creamy risotto with roasted pumpkin and parmesan,1,2024-08-31 13:18:29,Italian,"['Vegetarian', 'Contains Dairy', 'Gluten-Free']",4.47,Saturday
CUST1025,REST9,Eggplant Parmigiana,Baked eggplant with tomato sauce and mozzarella,3,2024-09-01 08:00:10,Italian,"['Vegetarian', 'Contains Dairy', 'Contains Gluten']",5.66,Sunday
CUST1050,REST10,Beef Rendang,Slow-cooked spicy beef curry with coconut milk,3,2024-09-04 05:18:26,Indonesian,"['Spicy', 'Gluten-Free']",0.08,Wednesday
CUST1014,REST3,Eggplant Parmigiana,Baked eggplant with tomato sauce and mozzarella,1,2024-09-05 09:52:09,Italian,"['Vegetarian', 'Contains Dairy', 'Contains Gluten']",3.59,Thursday
CUST1010,REST5,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,4,2024-09-06 00:28:36,Middle Eastern,"['Vegan', 'Contains Gluten']",1.28,Friday
CUST1029,REST2,Miso Ramen,"Noodles in miso broth with pork, egg, and scallions",4,2024-09-07 10:25:49,Japanese,"['Contains Gluten', 'Contains Pork']",5.18,Saturday
CUST1034,REST8,Duck à l’Orange,Roast duck with a tangy orange sauce,4,2024-09-08 08:48:20,French,['Contains Gluten'],0.96,Sunday
CUST1043,REST9,Lamb Shawarma,Marinated lamb slices with garlic sauce in flatbread,2,2024-09-08 12:27:46,Middle Eastern,['Contains Gluten'],5.87,Sunday
CUST1011,REST1,Pumpkin Risotto,Creamy risotto with roasted pumpkin and parmesan,4,2024-09-08 13:05:24,Italian,"['Vegetarian', 'Contains Dairy', 'Gluten-Free']",2.44,Sunday
CUST1005,REST4,Beef Rendang,Slow-cooked spicy beef curry with coconut milk,3,2024-09-08 14:25:54,Indonesian,"['Spicy', 'Gluten-Free']",13.8,Sunday
CUST1015,REST7,Eggplant Parmigiana,Baked eggplant with tomato sauce and mozzarella,5,2024-09-09 09:13:23,Italian,"['Vegetarian', 'Contains Dairy', 'Contains Gluten']",0.74,Monday
CUST1017,REST1,Spaghetti Carbonara,"Pasta with pancetta, egg yolk, pecorino cheese",5,2024-09-11 01:59:21,Italian,"['Contains Gluten', 'Contains Dairy']",2.09,Wednesday
CUST1033,REST7,Butter Chicken,Creamy tomato curry with grilled chicken,2,2024-09-11 06:22:43,Indian,"['Contains Dairy', 'Spicy']",0.6,Wednesday
CUST1042,REST9,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",5,2024-09-11 12:09:36,Plant-based,"['Vegan', 'Gluten-Free']",12.93,Wednesday
CUST1027,REST10,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,4,2024-09-11 19:08:54,Modern Australian,"['Seafood', 'Gluten-Free']",10.49,Wednesday
CUST1048,REST8,Duck à l’Orange,Roast duck with a tangy orange sauce,5,2024-09-12 05:36:31,French,['Contains Gluten'],1.49,Thursday
CUST1050,REST1,Lamb Shawarma,Marinated lamb slices with garlic sauce in flatbread,2,2024-09-12 08:03:39,Middle Eastern,['Contains Gluten'],5.39,Thursday
CUST1047,REST9,Korean Fried Chicken,Double-fried chicken with spicy gochujang glaze,3,2024-09-14 07:58:33,Korean,"['Spicy', 'Contains Gluten']",8.5,Saturday
CUST1007,REST9,Pulled Pork Burger,Slow-cooked pork with BBQ sauce in a brioche bun,2,2024-09-15 23:18:14,American,"['Contains Gluten', 'Contains Pork']",4.05,Sunday
CUST1028,REST8,Grilled Halloumi,Char-grilled halloumi with lemon and herbs,5,2024-09-16 08:01:18,Mediterranean,"['Vegetarian', 'Contains Dairy']",3.77,Monday
CUST1031,REST9,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,1,2024-09-18 22:58:30,Middle Eastern,"['Vegan', 'Contains Gluten']",1.38,Wednesday
CUST1035,REST3,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,4,2024-09-20 05:01:19,Middle Eastern,"['Vegan', 'Contains Gluten']",0.49,Friday
CUST1020,REST2,Duck à l’Orange,Roast duck with a tangy orange sauce,4,2024-09-20 12:17:34,French,['Contains Gluten'],11.38,Friday
CUST1028,REST5,Pumpkin Risotto,Creamy risotto with roasted pumpkin and parmesan,5,2024-09-21 01:42:21,Italian,"['Vegetarian', 'Contains Dairy', 'Gluten-Free']",11.53,Saturday
CUST1015,REST2,Beef Rendang,Slow-cooked spicy beef curry with coconut milk,2,2024-09-23 06:14:21,Indonesian,"['Spicy', 'Gluten-Free']",5.01,Monday
CUST1009,REST3,Pumpkin Risotto,Creamy risotto with roasted pumpkin and parmesan,2,2024-09-25 05:50:45,Italian,"['Vegetarian', 'Contains Dairy', 'Gluten-Free']",2.07,Wednesday
CUST1048,REST1,Grilled Halloumi,Char-grilled halloumi with lemon and herbs,3,2024-09-25 08:43:28,Mediterranean,"['Vegetarian', 'Contains Dairy']",2.15,Wednesday
CUST1022,REST8,Spaghetti Carbonara,"Pasta with pancetta, egg yolk, pecorino cheese",3,2024-09-26 22:51:46,Italian,"['Contains Gluten', 'Contains Dairy']",6.47,Thursday
CUST1023,REST3,Eggplant Parmigiana,Baked eggplant with tomato sauce and mozzarella,1,2024-09-27 21:58:44,Italian,"['Vegetarian', 'Contains Dairy', 'Contains Gluten']",11.37,Friday
CUST1008,REST8,Korean Fried Chicken,Double-fried chicken with spicy gochujang glaze,4,2024-09-29 00:19:36,Korean,"['Spicy', 'Contains Gluten']",10.91,Sunday
CUST1023,REST5,Butter Chicken,Creamy tomato curry with grilled chicken,2,2024-09-29 07:14:35,Indian,"['Contains Dairy', 'Spicy']",7.57,Sunday
CUST1044,REST8,Tom Yum Goong,Hot and sour Thai soup with prawns and lemongrass,2,2024-09-29 19:15:05,Thai,"['Spicy', 'Seafood', 'Gluten-Free']",5.14,Sunday
CUST1045,REST5,Beef Rendang,Slow-cooked spicy beef curry with coconut milk,5,2024-09-30 09:52:38,Indonesian,"['Spicy', 'Gluten-Free']",0.44,Monday
CUST1039,REST10,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,4,2024-10-01 01:43:03,Modern Australian,"['Seafood', 'Gluten-Free']",0.88,Tuesday
CUST1024,REST4,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",1,2024-10-01 03:44:41,Plant-based,"['Vegan', 'Gluten-Free']",11.44,Tuesday
CUST1009,REST4,Miso Ramen,"Noodles in miso broth with pork, egg, and scallions",4,2024-10-01 19:43:54,Japanese,"['Contains Gluten', 'Contains Pork']",4.66,Tuesday
CUST1031,REST4,Pumpkin Risotto,Creamy risotto with roasted pumpkin and parmesan,4,2024-10-02 14:47:25,Italian,"['Vegetarian', 'Contains Dairy', 'Gluten-Free']",0.05,Wednesday
CUST1041,REST10,Pumpkin Risotto,Creamy risotto with roasted pumpkin and parmesan,2,2024-10-03 16:40:39,Italian,"['Vegetarian', 'Contains Dairy', 'Gluten-Free']",0.53,Thursday
CUST1020,REST2,Butter Chicken,Creamy tomato curry with grilled chicken,3,2024-10-03 20:12:59,Indian,"['Contains Dairy', 'Spicy']",5.45,Thursday
CUST1012,REST7,Eggplant Parmigiana,Baked eggplant with tomato sauce and mozzarella,1,2024-10-04 01:33:47,Italian,"['Vegetarian', 'Contains Dairy', 'Contains Gluten']",0.03,Friday
CUST1027,REST1,Lamb Shawarma,Marinated lamb slices with garlic sauce in flatbread,2,2024-10-04 03:14:42,Middle Eastern,['Contains Gluten'],0.88,Friday
CUST1046,REST10,Miso Ramen,"Noodles in miso broth with pork, egg, and scallions",3,2024-10-04 22:33:57,Japanese,"['Contains Gluten', 'Contains Pork']",3.98,Friday
CUST1021,REST5,Tom Yum Goong,Hot and sour Thai soup with prawns and lemongrass,3,2024-10-05 11:03:28,Thai,"['Spicy', 'Seafood', 'Gluten-Free']",5.89,Saturday
CUST1040,REST2,Beef Rendang,Slow-cooked spicy beef curry with coconut milk,3,2024-10-06 21:24:32,Indonesian,"['Spicy', 'Gluten-Free']",5.28,Sunday
CUST1046,REST6,Prawn Tacos,"Soft shell tacos with grilled prawns, avocado, and salsa",2,2024-10-06 22:08:20,Mexican,"['Seafood', 'Contains Gluten']",1.27,Sunday
CUST1004,REST4,Lamb Shawarma,Marinated lamb slices with garlic sauce in flatbread,3,2024-10-08 01:43:40,Middle Eastern,['Contains Gluten'],6.23,Tuesday
CUST1046,REST8,Prawn Tacos,"Soft shell tacos with grilled prawns, avocado, and salsa",4,2024-10-08 06:42:39,Mexican,"['Seafood', 'Contains Gluten']",1.35,Tuesday
CUST1032,REST3,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",1,2024-10-08 15:19:05,Plant-based,"['Vegan', 'Gluten-Free']",1.97,Tuesday
CUST1027,REST2,Korean Fried Chicken,Double-fried chicken with spicy gochujang glaze,5,2024-10-08 17:20:05,Korean,"['Spicy', 'Contains Gluten']",6.86,Tuesday
CUST1036,REST1,Butter Chicken,Creamy tomato curry with grilled chicken,4,2024-10-08 19:07:13,Indian,"['Contains Dairy', 'Spicy']",5.24,Tuesday
CUST1012,REST2,Miso Ramen,"Noodles in miso broth with pork, egg, and scallions",1,2024-10-09 14:07:48,Japanese,"['Contains Gluten', 'Contains Pork']",9.46,Wednesday
CUST1002,REST6,Tom Yum Goong,Hot and sour Thai soup with prawns and lemongrass,5,2024-10-09 15:56:13,Thai,"['Spicy', 'Seafood', 'Gluten-Free']",5.36,Wednesday
CUST1026,REST1,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,5,2024-10-10 17:09:34,Modern Australian,"['Seafood', 'Gluten-Free']",4.2,Thursday
CUST1005,REST10,Spaghetti Carbonara,"Pasta with pancetta, egg yolk, pecorino cheese",4,2024-10-12 02:16:25,Italian,"['Contains Gluten', 'Contains Dairy']",0.49,Saturday
CUST1049,REST5,Pulled Pork Burger,Slow-cooked pork with BBQ sauce in a brioche bun,3,2024-10-15 11:33:04,American,"['Contains Gluten', 'Contains Pork']",2.29,Tuesday
CUST1030,REST1,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,3,2024-10-15 21:52:54,Modern Australian,"['Seafood', 'Gluten-Free']",1.54,Tuesday
CUST1049,REST9,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",5,2024-10-16 00:03:34,Plant-based,"['Vegan', 'Gluten-Free']",1.4,Wednesday
CUST1014,REST6,Butter Chicken,Creamy tomato curry with grilled chicken,1,2024-10-16 06:05:54,Indian,"['Contains Dairy', 'Spicy']",18.06,Wednesday
CUST1004,REST4,Korean Fried Chicken,Double-fried chicken with spicy gochujang glaze,2,2024-10-16 07:01:31,Korean,"['Spicy', 'Contains Gluten']",2.5,Wednesday
CUST1049,REST10,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",5,2024-10-16 20:51:06,Plant-based,"['Vegan', 'Gluten-Free']",11.13,Wednesday
CUST1012,REST3,Beef Rendang,Slow-cooked spicy beef curry with coconut milk,1,2024-10-17 12:23:15,Indonesian,"['Spicy', 'Gluten-Free']",4.99,Thursday
CUST1019,REST7,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",5,2024-10-18 02:40:56,Plant-based,"['Vegan', 'Gluten-Free']",7.92,Friday
CUST1005,REST2,Tom Yum Goong,Hot and sour Thai soup with prawns and lemongrass,4,2024-10-18 02:58:09,Thai,"['Spicy', 'Seafood', 'Gluten-Free']",3.49,Friday
CUST1008,REST3,Tom Yum Goong,Hot and sour Thai soup with prawns and lemongrass,3,2024-10-18 05:50:12,Thai,"['Spicy', 'Seafood', 'Gluten-Free']",4.3,Friday
CUST1009,REST3,Spaghetti Carbonara,"Pasta with pancetta, egg yolk, pecorino cheese",1,2024-10-18 11:40:43,Italian,"['Contains Gluten', 'Contains Dairy']",3.39,Friday
CUST1011,REST5,Spaghetti Carbonara,"Pasta with pancetta, egg yolk, pecorino cheese",2,2024-10-19 14:08:00,Italian,"['Contains Gluten', 'Contains Dairy']",1.09,Saturday
CUST1003,REST5,Eggplant Parmigiana,Baked eggplant with tomato sauce and mozzarella,1,2024-10-20 15:00:14,Italian,"['Vegetarian', 'Contains Dairy', 'Contains Gluten']",6.41,Sunday
CUST1014,REST9,Pulled Pork Burger,Slow-cooked pork with BBQ sauce in a brioche bun,3,2024-10-20 21:59:20,American,"['Contains Gluten', 'Contains Pork']",1.65,Sunday
CUST1019,REST2,Miso Ramen,"Noodles in miso broth with pork, egg, and scallions",3,2024-10-21 02:32:17,Japanese,"['Contains Gluten', 'Contains Pork']",0.12,Monday
CUST1043,REST9,Tom Yum Goong,Hot and sour Thai soup with prawns and lemongrass,5,2024-10-21 04:02:11,Thai,"['Spicy', 'Seafood', 'Gluten-Free']",5.18,Monday
CUST1017,REST7,Korean Fried Chicken,Double-fried chicken with spicy gochujang glaze,5,2024-10-21 04:12:05,Korean,"['Spicy', 'Contains Gluten']",0.97,Monday
CUST1018,REST10,Grilled Halloumi,Char-grilled halloumi with lemon and herbs,3,2024-10-22 04:47:56,Mediterranean,"['Vegetarian', 'Contains Dairy']",14.11,Tuesday
CUST1021,REST3,Lamb Shawarma,Marinated lamb slices with garlic sauce in flatbread,3,2024-10-22 12:29:00,Middle Eastern,['Contains Gluten'],15.39,Tuesday
CUST1042,REST8,Pulled Pork Burger,Slow-cooked pork with BBQ sauce in a brioche bun,1,2024-10-23 09:20:41,American,"['Contains Gluten', 'Contains Pork']",12.32,Wednesday
CUST1006,REST2,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,1,2024-10-23 19:37:04,Modern Australian,"['Seafood', 'Gluten-Free']",2.31,Wednesday
CUST1004,REST6,Prawn Tacos,"Soft shell tacos with grilled prawns, avocado, and salsa",5,2024-10-24 11:01:52,Mexican,"['Seafood', 'Contains Gluten']",0.08,Thursday
CUST1023,REST5,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,3,2024-10-25 16:10:02,Modern Australian,"['Seafood', 'Gluten-Free']",13.18,Friday
CUST1018,REST4,Spaghetti Carbonara,"Pasta with pancetta, egg yolk, pecorino cheese",2,2024-10-26 11:46:59,Italian,"['Contains Gluten', 'Contains Dairy']",2.79,Saturday
CUST1004,REST6,Beef Rendang,Slow-cooked spicy beef curry with coconut milk,5,2024-10-27 01:15:01,Indonesian,"['Spicy', 'Gluten-Free']",17.0,Sunday
CUST1038,REST7,Butter Chicken,Creamy tomato curry with grilled chicken,4,2024-10-27 19:47:22,Indian,"['Contains Dairy', 'Spicy']",16.57,Sunday
CUST1039,REST7,Tom Yum Goong,Hot and sour Thai soup with prawns and lemongrass,3,2024-10-27 20:31:38,Thai,"['Spicy', 'Seafood', 'Gluten-Free']",9.59,Sunday
CUST1036,REST4,Miso Ramen,"Noodles in miso broth with pork, egg, and scallions",3,2024-10-27 23:44:22,Japanese,"['Contains Gluten', 'Contains Pork']",1.74,Sunday
CUST1027,REST10,Korean Fried Chicken,Double-fried chicken with spicy gochujang glaze,4,2024-10-28 15:35:25,Korean,"['Spicy', 'Contains Gluten']",2.43,Monday
CUST1011,REST10,Pumpkin Risotto,Creamy risotto with roasted pumpkin and parmesan,1,2024-10-30 06:41:37,Italian,"['Vegetarian', 'Contains Dairy', 'Gluten-Free']",9.52,Wednesday
CUST1003,REST3,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,1,2024-10-31 02:15:49,Modern Australian,"['Seafood', 'Gluten-Free']",1.91,Thursday
CUST1048,REST3,Prawn Tacos,"Soft shell tacos with grilled prawns, avocado, and salsa",3,2024-10-31 18:37:13,Mexican,"['Seafood', 'Contains Gluten']",0.93,Thursday
CUST1049,REST6,Spaghetti Carbonara,"Pasta with pancetta, egg yolk, pecorino cheese",3,2024-10-31 20:10:16,Italian,"['Contains Gluten', 'Contains Dairy']",4.07,Thursday
CUST1018,REST5,Beef Rendang,Slow-cooked spicy beef curry with coconut milk,4,2024-11-01 18:10:18,Indonesian,"['Spicy', 'Gluten-Free']",13.76,Friday
CUST1008,REST7,Duck à l’Orange,Roast duck with a tangy orange sauce,3,2024-11-02 05:21:15,French,['Contains Gluten'],5.95,Saturday
CUST1033,REST8,Pumpkin Risotto,Creamy risotto with roasted pumpkin and parmesan,2,2024-11-03 03:35:19,Italian,"['Vegetarian', 'Contains Dairy', 'Gluten-Free']",4.22,Sunday
CUST1003,REST2,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",3,2024-11-03 20:53:32,Plant-based,"['Vegan', 'Gluten-Free']",0.51,Sunday
CUST1047,REST3,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",1,2024-11-04 07:55:59,Plant-based,"['Vegan', 'Gluten-Free']",4.77,Monday
CUST1018,REST2,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,1,2024-11-04 20:48:34,Modern Australian,"['Seafood', 'Gluten-Free']",23.05,Monday
CUST1027,REST10,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,5,2024-11-05 12:42:00,Modern Australian,"['Seafood', 'Gluten-Free']",0.75,Tuesday
CUST1031,REST10,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",3,2024-11-05 22:55:41,Plant-based,"['Vegan', 'Gluten-Free']",3.65,Tuesday
CUST1020,REST3,Duck à l’Orange,Roast duck with a tangy orange sauce,3,2024-11-06 05:06:36,French,['Contains Gluten'],10.49,Wednesday
CUST1032,REST10,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",1,2024-11-06 18:39:39,Plant-based,"['Vegan', 'Gluten-Free']",6.75,Wednesday
CUST1048,REST4,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,5,2024-11-09 13:51:18,Modern Australian,"['Seafood', 'Gluten-Free']",5.97,Saturday
CUST1020,REST10,Miso Ramen,"Noodles in miso broth with pork, egg, and scallions",1,2024-11-10 05:33:33,Japanese,"['Contains Gluten', 'Contains Pork']",6.06,Sunday
CUST1000,REST9,Grilled Halloumi,Char-grilled halloumi with lemon and herbs,1,2024-11-10 19:26:30,Mediterranean,"['Vegetarian', 'Contains Dairy']",2.23,Sunday
CUST1046,REST3,Duck à l’Orange,Roast duck with a tangy orange sauce,2,2024-11-10 23:05:12,French,['Contains Gluten'],1.74,Sunday
CUST1047,REST8,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,2,2024-11-11 14:37:40,Middle Eastern,"['Vegan', 'Contains Gluten']",8.29,Monday
CUST1038,REST8,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",3,2024-11-12 07:27:08,Plant-based,"['Vegan', 'Gluten-Free']",8.31,Tuesday
CUST1004,REST4,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,2,2024-11-12 08:01:29,Middle Eastern,"['Vegan', 'Contains Gluten']",10.09,Tuesday
CUST1011,REST8,Eggplant Parmigiana,Baked eggplant with tomato sauce and mozzarella,3,2024-11-13 16:00:31,Italian,"['Vegetarian', 'Contains Dairy', 'Contains Gluten']",12.22,Wednesday
CUST1012,REST5,Grilled Halloumi,Char-grilled halloumi with lemon and herbs,1,2024-11-13 21:41:43,Mediterranean,"['Vegetarian', 'Contains Dairy']",3.58,Wednesday
CUST1022,REST9,Korean Fried Chicken,Double-fried chicken with spicy gochujang glaze,2,2024-11-13 21:42:10,Korean,"['Spicy', 'Contains Gluten']",3.48,Wednesday
CUST1013,REST9,Prawn Tacos,"Soft shell tacos with grilled prawns, avocado, and salsa",3,2024-11-14 14:05:12,Mexican,"['Seafood', 'Contains Gluten']",8.0,Thursday
CUST1041,REST10,Korean Fried Chicken,Double-fried chicken with spicy gochujang glaze,3,2024-11-15 00:48:28,Korean,"['Spicy', 'Contains Gluten']",5.25,Friday
CUST1007,REST1,Eggplant Parmigiana,Baked eggplant with tomato sauce and mozzarella,4,2024-11-16 09:46:43,Italian,"['Vegetarian', 'Contains Dairy', 'Contains Gluten']",6.05,Saturday
CUST1047,REST9,Pumpkin Risotto,Creamy risotto with roasted pumpkin and parmesan,5,2024-11-16 19:30:56,Italian,"['Vegetarian', 'Contains Dairy', 'Gluten-Free']",7.94,Saturday
CUST1014,REST2,Grilled Halloumi,Char-grilled halloumi with lemon and herbs,2,2024-11-20 16:53:57,Mediterranean,"['Vegetarian', 'Contains Dairy']",11.04,Wednesday
CUST1042,REST10,Lamb Shawarma,Marinated lamb slices with garlic sauce in flatbread,4,2024-11-20 22:39:15,Middle Eastern,['Contains Gluten'],2.06,Wednesday
CUST1030,REST8,Korean Fried Chicken,Double-fried chicken with spicy gochujang glaze,2,2024-11-21 00:26:20,Korean,"['Spicy', 'Contains Gluten']",2.35,Thursday
CUST1033,REST10,Butter Chicken,Creamy tomato curry with grilled chicken,3,2024-11-22 08:03:50,Indian,"['Contains Dairy', 'Spicy']",0.49,Friday
CUST1047,REST6,Miso Ramen,"Noodles in miso broth with pork, egg, and scallions",1,2024-11-22 21:01:26,Japanese,"['Contains Gluten', 'Contains Pork']",4.32,Friday
CUST1017,REST8,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",4,2024-11-23 19:08:41,Plant-based,"['Vegan', 'Gluten-Free']",0.18,Saturday
CUST1046,REST10,Pumpkin Risotto,Creamy risotto with roasted pumpkin and parmesan,3,2024-11-23 20:26:27,Italian,"['Vegetarian', 'Contains Dairy', 'Gluten-Free']",3.13,Saturday
CUST1036,REST5,Tom Yum Goong,Hot and sour Thai soup with prawns and lemongrass,2,2024-11-24 14:42:12,Thai,"['Spicy', 'Seafood', 'Gluten-Free']",3.91,Sunday
CUST1037,REST10,Eggplant Parmigiana,Baked eggplant with tomato sauce and mozzarella,2,2024-11-24 21:06:00,Italian,"['Vegetarian', 'Contains Dairy', 'Contains Gluten']",1.69,Sunday
CUST1026,REST2,Pulled Pork Burger,Slow-cooked pork with BBQ sauce in a brioche bun,1,2024-11-24 23:54:31,American,"['Contains Gluten', 'Contains Pork']",4.47,Sunday
CUST1048,REST9,Spaghetti Carbonara,"Pasta with pancetta, egg yolk, pecorino cheese",4,2024-11-26 15:02:22,Italian,"['Contains Gluten', 'Contains Dairy']",0.15,Tuesday
CUST1008,REST9,Korean Fried Chicken,Double-fried chicken with spicy gochujang glaze,1,2024-11-27 00:47:16,Korean,"['Spicy', 'Contains Gluten']",0.19,Wednesday
CUST1002,REST6,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,3,2024-11-27 09:15:25,Modern Australian,"['Seafood', 'Gluten-Free']",8.65,Wednesday
CUST1013,REST10,Falafel Wrap,Crispy chickpea balls with tahini in pita bread,4,2024-11-27 14:21:23,Middle Eastern,"['Vegan', 'Contains Gluten']",2.23,Wednesday
CUST1042,REST5,Beef Rendang,Slow-cooked spicy beef curry with coconut milk,2,2024-11-27 22:56:13,Indonesian,"['Spicy', 'Gluten-Free']",0.68,Wednesday
CUST1028,REST2,Duck à l’Orange,Roast duck with a tangy orange sauce,1,2024-11-28 01:27:26,French,['Contains Gluten'],3.69,Thursday
CUST1007,REST5,Vegan Buddha Bowl,"Quinoa, chickpeas, roasted veggies and hummus",2,2024-11-28 13:38:50,Plant-based,"['Vegan', 'Gluten-Free']",7.35,Thursday
CUST1020,REST2,Beef Rendang,Slow-cooked spicy beef curry with coconut milk,4,2024-11-28 17:20:24,Indonesian,"['Spicy', 'Gluten-Free']",1.22,Thursday
CUST1011,REST3,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,5,2024-11-28 18:32:10,Modern Australian,"['Seafood', 'Gluten-Free']",4.88,Thursday
CUST1005,REST5,Korean Fried Chicken,Double-fried chicken with spicy gochujang glaze,4,2024-11-28 22:05:10,Korean,"['Spicy', 'Contains Gluten']",0.45,Thursday
CUST1005,REST3,Pumpkin Risotto,Creamy risotto with roasted pumpkin and parmesan,4,2024-11-29 15:06:01,Italian,"['Vegetarian', 'Contains Dairy', 'Gluten-Free']",0.27,Friday
CUST1023,REST4,Pan-Seared Salmon,Crispy-skinned salmon with asparagus and lemon,1,2024-11-29 16:49:37,Modern Australian,"['Seafood', 'Gluten-Free']",3.79,Friday
CUST1038,REST3,Tom Yum Goong,Hot and sour Thai soup with prawns and lemongrass,2,2024-11-29 23:47:52,Thai,"['Spicy', 'Seafood', 'Gluten-Free']",3.89,Friday
CUST1014,REST8,Lamb Shawarma,Marinated lamb slices with garlic sauce in flatbread,1,2024-12-01 05:40:18,Middle Eastern,['Contains Gluten'],5.07,Sunday
CUST1012,REST5,Pulled Pork Burger,Slow-cooked pork with BBQ sauce in a brioche bun,3,2024-12-01 06:52:41,American,"['Contains Gluten', 'Contains Pork']",6.47,Sunday
CUST1038,REST10,Pulled Pork Burger,Slow-cooked pork with BBQ sauce in a brioche bun,5,2024-12-01 22:36:33,American,"['Contains Gluten', 'Contains Pork']",18.62,Sunday
